,,,,,,,,,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C
Plastic,PET,Hazardous,Moulded,,,,,opaque,AT5,BE22,BG1,HR1,CY5,CZ4,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Recycled,Moulded,,,,,opaque,AT5,BE10,BG1,HR1,CY5,CZ4,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,,,,opaque,AT11,BE26,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,,,,opaque,AT7,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Recycled,,,,opaque,AT7,BE9,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Moulded,,,,opaque,AT7,BE9,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,,,,opaque,AT11,BE22,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Recycled,,,,opaque,AT11,BE26,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Moulded,,,,opaque,AT11,BE26,BG1,HR15,CY5,CZ72,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Recycled,,,,opaque,AT5,BE22,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Moulded,,,,opaque,AT5,BE22,BG1,HR15,CY5,CZ10,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Recycled,Moulded,,,,opaque,AT5,BE9,BG1,HR15,CY5,CZ11,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,,,,opaque,AT11,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Recycled,,,,opaque,AT11,BE26,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Moulded,,,,opaque,AT11,BE26,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Recycled,,,,opaque,AT7,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Moulded,,,,opaque,AT7,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Recycled,Moulded,,,,opaque,AT7,BE15,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,Recycled,,,,opaque,AT11,BE22,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Hazardous,Moulded,,,,opaque,AT11,BE22,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Recycled,Moulded,,,,opaque,AT11,BE26,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Hazardous,Recycled,Moulded,,,,opaque,AT5,BE22,BG1,HR1,CY5,CZ4,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,,,opaque,AT11,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Recycled,,,opaque,AT11,BE26,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Moulded,,,opaque,AT11,BE26,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,Recycled,,,opaque,AT7,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,Moulded,,,opaque,AT7,BE22,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Recycled,Moulded,,,opaque,AT7,BE9,BG6,HR15,CY5,CZ81,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,Recycled,,,opaque,AT11,BE22,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,Moulded,,,opaque,AT11,BE22,BG1,HR15,CY5,CZ72,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Recycled,Moulded,,,opaque,AT11,BE26,BG1,HR15,CY5,CZ73,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Recycled,Moulded,,,opaque,AT5,BE22,BG1,HR15,CY5,CZ11,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,Recycled,,,opaque,AT11,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,Moulded,,,opaque,AT11,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Recycled,Moulded,,,opaque,AT11,BE26,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Recycled,Moulded,,,opaque,AT7,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,Recycled,Moulded,,,opaque,AT11,BE22,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,Recycled,,opaque,AT11,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,Moulded,,opaque,AT11,BE22,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Recycled,Moulded,,opaque,AT11,BE26,BG6,HR15,CY5,CZ81,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,Recycled,Moulded,,opaque,AT7,BE22,BG6,HR15,CY5,CZ81,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,Recycled,Moulded,,opaque,AT11,BE22,BG1,HR15,CY5,CZ73,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,Recycled,Moulded,,opaque,AT11,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,Recycled,Moulded,opaque,AT11,BE22,BG6,HR15,CY5,CZ81,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU10,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,,,,,,transparent,AT5,BE6,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Composite,,,,,,transparent,AT7,BE15,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Biodegradable,,,,,,transparent,AT11,BE26,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Hazardous,,,,,,transparent,AT5,BE22,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Recycled,,,,,,transparent,AT5,BE15,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Moulded,,,,,,transparent,AT5,BE10,BG1,HR1,CY5,CZ2,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,,,,,transparent,AT7,BE6,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,,,,,transparent,AT11,BE26,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,,,,,transparent,AT5,BE22,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Recycled,,,,,transparent,AT5,BE6,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Moulded,,,,,transparent,AT5,BE6,BG1,HR15,CY5,CZ6,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,,,,,transparent,AT11,BE26,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,,,,,transparent,AT7,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Recycled,,,,,transparent,AT7,BE15,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Moulded,,,,,transparent,AT7,BE15,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,,,,,transparent,AT11,BE22,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Recycled,,,,,transparent,AT11,BE26,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Moulded,,,,,transparent,AT11,BE26,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Hazardous,Recycled,,,,,transparent,AT5,BE22,BG1,HR1,CY5,CZ1,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Hazardous,Moulded,,,,,transparent,AT5,BE22,BG1,HR1,CY5,CZ2,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Recycled,Moulded,,,,,transparent,AT5,BE10,BG1,HR1,CY5,CZ2,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,,,,transparent,AT11,BE26,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,,,,transparent,AT7,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Recycled,,,,transparent,AT7,BE6,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Moulded,,,,transparent,AT7,BE6,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,,,,transparent,AT11,BE22,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Recycled,,,,transparent,AT11,BE26,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL4,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Moulded,,,,transparent,AT11,BE26,BG1,HR15,CY5,CZ72,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Recycled,,,,transparent,AT5,BE22,BG1,HR15,CY5,CZ5,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Moulded,,,,transparent,AT5,BE22,BG1,HR15,CY5,CZ6,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Recycled,Moulded,,,,transparent,AT5,BE6,BG1,HR15,CY5,CZ7,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,,,,transparent,AT11,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Recycled,,,,transparent,AT11,BE26,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Moulded,,,,transparent,AT11,BE26,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Recycled,,,,transparent,AT7,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Moulded,,,,transparent,AT7,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Recycled,Moulded,,,,transparent,AT7,BE15,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,Recycled,,,,transparent,AT11,BE22,BG1,HR1,CY5,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Hazardous,Moulded,,,,transparent,AT11,BE22,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Biodegradable,Recycled,Moulded,,,,transparent,AT11,BE26,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES6,SE3,,MK2,RS5
Plastic,PET,Hazardous,Recycled,Moulded,,,,transparent,AT5,BE22,BG1,HR1,CY5,CZ2,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,,,transparent,AT11,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Recycled,,,transparent,AT11,BE26,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Moulded,,,transparent,AT11,BE26,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,Recycled,,,transparent,AT7,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Hazardous,Moulded,,,transparent,AT7,BE22,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Recycled,Moulded,,,transparent,AT7,BE6,BG6,HR15,CY5,CZ81,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES5,SE3,,MK6,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,Recycled,,,transparent,AT11,BE22,BG1,HR15,CY5,CZ71,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Hazardous,Moulded,,,transparent,AT11,BE22,BG1,HR15,CY5,CZ72,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Biodegradable,Recycled,Moulded,,,transparent,AT11,BE26,BG1,HR15,CY5,CZ73,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL4,ES5,SE3,,MK2,RS5
Plastic,PET,Beverage,Hazardous,Recycled,Moulded,,,transparent,AT5,BE22,BG1,HR15,CY5,CZ7,,EE4,,,DE5,GR2,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK3,SL21,ES5,SE3,,MK2,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,Recycled,,,transparent,AT11,BE22,BG6,HR1,CY5,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Hazardous,Moulded,,,transparent,AT11,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Biodegradable,Recycled,Moulded,,,transparent,AT11,BE26,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL14,ES6,SE3,,MK6,RS5
Plastic,PET,Composite,Hazardous,Recycled,Moulded,,,transparent,AT7,BE22,BG6,HR1,CY5,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK6,RS5
Plastic,PET,Biodegradable,Hazardous,Recycled,Moulded,,,transparent,AT11,BE22,BG1,HR1,CY5,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT6,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES6,SE3,,MK2,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,Recycled,,transparent,AT11,BE22,BG6,HR15,CY5,CZ79,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL4,PL3,PT2,RO2,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,PET,Beverage,Composite,Biodegradable,Hazardous,Moulded,,transparent,AT11,BE22,BG6,HR15,CY5,CZ80,,EE10,,,DE7,GR2,HU3,,,LV7,LT10,LU7,MT1,NL3,PL3,PT2,RO2,SK4,SL21,ES5,SE3,,MK6,RS5
